Country or Area,Value,Year,Item
United States,-3.5,2020,Real GDP growth (Annual percent change)
Uruguay,-5.7,2020,Real GDP growth (Annual percent change)
Uzbekistan,1.6,2020,Real GDP growth (Annual percent change)
Vanuatu,-9.2,2020,Real GDP growth (Annual percent change)
Venezuela,-30,2020,Real GDP growth (Annual percent change)
Vietnam,2.9,2020,Real GDP growth (Annual percent change)
West Bank and Gaza,-11,2020,Real GDP growth (Annual percent change)
Yemen,-5,2020,Real GDP growth (Annual percent change)
Zambia,-3.5,2020,Real GDP growth (Annual percent change)
Zimbabwe,-8,2020,Real GDP growth (Annual percent change)
Africa (Region),-1.9,2020,Real GDP growth (Annual percent change)
Asia and Pacific,-1.3,2020,Real GDP growth (Annual percent change)
Australia and New Zealand,-2.5,2020,Real GDP growth (Annual percent change)
Caribbean,-4.3,2020,Real GDP growth (Annual percent change)
Central America,-7.2,2020,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,0.5,2020,Real GDP growth (Annual percent change)
East Asia,0.8,2020,Real GDP growth (Annual percent change)
Eastern Europe ,-3.5,2020,Real GDP growth (Annual percent change)
Europe,-5.8,2020,Real GDP growth (Annual percent change)
Middle East (Region),-4,2020,Real GDP growth (Annual percent change)
North Africa,-1.7,2020,Real GDP growth (Annual percent change)
North America,-4.1,2020,Real GDP growth (Annual percent change)
Pacific Islands ,-7.1,2020,Real GDP growth (Annual percent change)
South America,-6.6,2020,Real GDP growth (Annual percent change)
South Asia,-6.5,2020,Real GDP growth (Annual percent change)
Southeast Asia,-3.3,2020,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,-2,2020,Real GDP growth (Annual percent change)
Western Europe,-6.9,2020,Real GDP growth (Annual percent change)
Western Hemisphere (Region),-4.7,2020,Real GDP growth (Annual percent change)
ASEAN-5,-3.4,2020,Real GDP growth (Annual percent change)
Advanced economies,-4.7,2020,Real GDP growth (Annual percent change)
Emerging and Developing Asia,-1,2020,Real GDP growth (Annual percent change)
Emerging and Developing Europe,-2,2020,Real GDP growth (Annual percent change)
Emerging market and developing economies,-2.2,2020,Real GDP growth (Annual percent change)
Euro area,-6.6,2020,Real GDP growth (Annual percent change)
European Union,-6.1,2020,Real GDP growth (Annual percent change)
Latin America and the Caribbean,-7,2020,Real GDP growth (Annual percent change)
Major advanced economies (G7),-5,2020,Real GDP growth (Annual percent change)
Middle East and Central Asia,-2.9,2020,Real GDP growth (Annual percent change)
Other advanced economies,-2.1,2020,Real GDP growth (Annual percent change)
Sub-Saharan Africa,-1.9,2020,Real GDP growth (Annual percent change)
World,-3.3,2020,Real GDP growth (Annual percent change)
"©IMF, 2021",,2020,Real GDP growth (Annual percent change)
Afghanistan,4,2021,Real GDP growth (Annual percent change)
Albania,5,2021,Real GDP growth (Annual percent change)
Algeria,2.9,2021,Real GDP growth (Annual percent change)
Angola,0.4,2021,Real GDP growth (Annual percent change)
Antigua and Barbuda,-3,2021,Real GDP growth (Annual percent change)
Argentina,5.8,2021,Real GDP growth (Annual percent change)
Armenia,1,2021,Real GDP growth (Annual percent change)
Aruba,5,2021,Real GDP growth (Annual percent change)
Australia,4.5,2021,Real GDP growth (Annual percent change)
Austria,3.5,2021,Real GDP growth (Annual percent change)
Azerbaijan,2.3,2021,Real GDP growth (Annual percent change)
"Bahamas, The",2,2021,Real GDP growth (Annual percent change)
Bahrain,3.3,2021,Real GDP growth (Annual percent change)
Bangladesh,5,2021,Real GDP growth (Annual percent change)
Barbados,4.1,2021,Real GDP growth (Annual percent change)
Belarus,-0.4,2021,Real GDP growth (Annual percent change)
Belgium,4,2021,Real GDP growth (Annual percent change)
Belize,1.9,2021,Real GDP growth (Annual percent change)
Benin,5,2021,Real GDP growth (Annual percent change)
Bhutan,-1.9,2021,Real GDP growth (Annual percent change)
Bolivia,5.5,2021,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,3.5,2021,Real GDP growth (Annual percent change)
Botswana,7.5,2021,Real GDP growth (Annual percent change)
Brazil,3.7,2021,Real GDP growth (Annual percent change)
Brunei Darussalam,1.6,2021,Real GDP growth (Annual percent change)
Bulgaria,4.4,2021,Real GDP growth (Annual percent change)
Burkina Faso,4.3,2021,Real GDP growth (Annual percent change)
Burundi,2.8,2021,Real GDP growth (Annual percent change)
Cabo Verde,5.8,2021,Real GDP growth (Annual percent change)
Cambodia,4.2,2021,Real GDP growth (Annual percent change)
Cameroon,3.4,2021,Real GDP growth (Annual percent change)
Canada,5,2021,Real GDP growth (Annual percent change)
Central African Republic,3.5,2021,Real GDP growth (Annual percent change)
Chad,1.8,2021,Real GDP growth (Annual percent change)
Chile,6.2,2021,Real GDP growth (Annual percent change)
"China, People's Republic of",8.4,2021,Real GDP growth (Annual percent change)
Colombia,5.1,2021,Real GDP growth (Annual percent change)
Comoros,0,2021,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",3.8,2021,Real GDP growth (Annual percent change)
"Congo, Republic of ",0.2,2021,Real GDP growth (Annual percent change)
Costa Rica,2.6,2021,Real GDP growth (Annual percent change)
Croatia,4.7,2021,Real GDP growth (Annual percent change)
Cyprus,3,2021,Real GDP growth (Annual percent change)
Czech Republic,4.2,2021,Real GDP growth (Annual percent change)
Côte d'Ivoire,6,2021,Real GDP growth (Annual percent change)
Denmark,2.8,2021,Real GDP growth (Annual percent change)
Djibouti,5,2021,Real GDP growth (Annual percent change)
Dominica,-0.4,2021,Real GDP growth (Annual percent change)
Dominican Republic,5.5,2021,Real GDP growth (Annual percent change)
Ecuador,2.5,2021,Real GDP growth (Annual percent change)
Egypt,2.5,2021,Real GDP growth (Annual percent change)
El Salvador,4.2,2021,Real GDP growth (Annual percent change)
Equatorial Guinea,4,2021,Real GDP growth (Annual percent change)
Eritrea,2,2021,Real GDP growth (Annual percent change)
Estonia,3.4,2021,Real GDP growth (Annual percent change)
Eswatini,1.4,2021,Real GDP growth (Annual percent change)
Ethiopia,2,2021,Real GDP growth (Annual percent change)
Fiji,5,2021,Real GDP growth (Annual percent change)
Finland,2.3,2021,Real GDP growth (Annual percent change)
France,5.8,2021,Real GDP growth (Annual percent change)
Gabon,1.2,2021,Real GDP growth (Annual percent change)
"Gambia, The",6,2021,Real GDP growth (Annual percent change)
Georgia,3.5,2021,Real GDP growth (Annual percent change)
Germany,3.6,2021,Real GDP growth (Annual percent change)
Ghana,4.6,2021,Real GDP growth (Annual percent change)
Greece,3.8,2021,Real GDP growth (Annual percent change)
Grenada,-1.5,2021,Real GDP growth (Annual percent change)
Guatemala,4.5,2021,Real GDP growth (Annual percent change)
Guinea,5.6,2021,Real GDP growth (Annual percent change)
Guinea-Bissau,3,2021,Real GDP growth (Annual percent change)
Guyana,16.4,2021,Real GDP growth (Annual percent change)
Haiti,1,2021,Real GDP growth (Annual percent change)
Honduras,4.5,2021,Real GDP growth (Annual percent change)
Hong Kong SAR,4.3,2021,Real GDP growth (Annual percent change)
Hungary,4.3,2021,Real GDP growth (Annual percent change)
Iceland,3.7,2021,Real GDP growth (Annual percent change)
India,12.5,2021,Real GDP growth (Annual percent change)
Indonesia,4.3,2021,Real GDP growth (Annual percent change)
Iran,2.5,2021,Real GDP growth (Annual percent change)
Iraq,1.1,2021,Real GDP growth (Annual percent change)
Ireland,4.2,2021,Real GDP growth (Annual percent change)
Israel,5,2021,Real GDP growth (Annual percent change)
Italy,4.2,2021,Real GDP growth (Annual percent change)
Jamaica,1.5,2021,Real GDP growth (Annual percent change)
Japan,3.3,2021,Real GDP growth (Annual percent change)
Jordan,2,2021,Real GDP growth (Annual percent change)
Kazakhstan,3.2,2021,Real GDP growth (Annual percent change)
Kenya,7.6,2021,Real GDP growth (Annual percent change)
Kiribati,1.8,2021,Real GDP growth (Annual percent change)
"Korea, Republic of",3.6,2021,Real GDP growth (Annual percent change)
Kosovo,4.5,2021,Real GDP growth (Annual percent change)
Kuwait,0.7,2021,Real GDP growth (Annual percent change)
Kyrgyz Republic,6,2021,Real GDP growth (Annual percent change)
Lao P.D.R.,4.6,2021,Real GDP growth (Annual percent change)
Latvia,3.9,2021,Real GDP growth (Annual percent change)
Lebanon,no data,2021,Real GDP growth (Annual percent change)
Lesotho,3.5,2021,Real GDP growth (Annual percent change)
Liberia,3.6,2021,Real GDP growth (Annual percent change)
Libya,131,2021,Real GDP growth (Annual percent change)
Lithuania,3.2,2021,Real GDP growth (Annual percent change)
Luxembourg,4.1,2021,Real GDP growth (Annual percent change)
Macao SAR,61.2,2021,Real GDP growth (Annual percent change)
Madagascar,3.2,2021,Real GDP growth (Annual percent change)
Malawi,2.2,2021,Real GDP growth (Annual percent change)
Malaysia,6.5,2021,Real GDP growth (Annual percent change)
Maldives,18.9,2021,Real GDP growth (Annual percent change)
Mali,4,2021,Real GDP growth (Annual percent change)
Malta,4.7,2021,Real GDP growth (Annual percent change)
Marshall Islands,-1.5,2021,Real GDP growth (Annual percent change)
Mauritania,3.1,2021,Real GDP growth (Annual percent change)
Mauritius,6.6,2021,Real GDP growth (Annual percent change)
Mexico,5,2021,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",-3.7,2021,Real GDP growth (Annual percent change)
Moldova,4.5,2021,Real GDP growth (Annual percent change)
Mongolia,5,2021,Real GDP growth (Annual percent change)
Montenegro,9,2021,Real GDP growth (Annual percent change)
Morocco,4.5,2021,Real GDP growth (Annual percent change)
Mozambique,2.1,2021,Real GDP growth (Annual percent change)
Myanmar,-8.9,2021,Real GDP growth (Annual percent change)
Namibia,2.6,2021,Real GDP growth (Annual percent change)
Nauru,1.6,2021,Real GDP growth (Annual percent change)
Nepal,2.9,2021,Real GDP growth (Annual percent change)
Netherlands,3.5,2021,Real GDP growth (Annual percent change)
New Zealand,4,2021,Real GDP growth (Annual percent change)
Nicaragua,0.2,2021,Real GDP growth (Annual percent change)
Niger,6.9,2021,Real GDP growth (Annual percent change)
Nigeria,2.5,2021,Real GDP growth (Annual percent change)
North Macedonia ,3.8,2021,Real GDP growth (Annual percent change)
Norway,3.9,2021,Real GDP growth (Annual percent change)
Oman,1.8,2021,Real GDP growth (Annual percent change)
Pakistan,1.5,2021,Real GDP growth (Annual percent change)
Palau,-10.8,2021,Real GDP growth (Annual percent change)
Panama,12,2021,Real GDP growth (Annual percent change)
Papua New Guinea,3.5,2021,Real GDP growth (Annual percent change)
Paraguay,4,2021,Real GDP growth (Annual percent change)
Peru,8.5,2021,Real GDP growth (Annual percent change)
Philippines,6.9,2021,Real GDP growth (Annual percent change)
Poland,3.5,2021,Real GDP growth (Annual percent change)
Portugal,3.9,2021,Real GDP growth (Annual percent change)
Puerto Rico,2.5,2021,Real GDP growth (Annual percent change)
Qatar,2.4,2021,Real GDP growth (Annual percent change)
Romania,6,2021,Real GDP growth (Annual percent change)
Russian Federation,3.8,2021,Real GDP growth (Annual percent change)
Rwanda,5.7,2021,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,-2,2021,Real GDP growth (Annual percent change)
Saint Lucia,3.1,2021,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,-0.1,2021,Real GDP growth (Annual percent change)
Samoa,-7.8,2021,Real GDP growth (Annual percent change)
San Marino,4.5,2021,Real GDP growth (Annual percent change)
Saudi Arabia,2.9,2021,Real GDP growth (Annual percent change)
Senegal,5.2,2021,Real GDP growth (Annual percent change)
Serbia,5,2021,Real GDP growth (Annual percent change)
Seychelles,1.8,2021,Real GDP growth (Annual percent change)
Sierra Leone,3,2021,Real GDP growth (Annual percent change)
Singapore,5.2,2021,Real GDP growth (Annual percent change)
Slovak Republic,4.7,2021,Real GDP growth (Annual percent change)
Slovenia,3.7,2021,Real GDP growth (Annual percent change)
Solomon Islands,1.5,2021,Real GDP growth (Annual percent change)
Somalia,2.9,2021,Real GDP growth (Annual percent change)
South Africa,3.1,2021,Real GDP growth (Annual percent change)
"South Sudan, Republic of",5.3,2021,Real GDP growth (Annual percent change)
Spain,6.4,2021,Real GDP growth (Annual percent change)
Sri Lanka,4,2021,Real GDP growth (Annual percent change)
Sudan,0.4,2021,Real GDP growth (Annual percent change)
Suriname,0.7,2021,Real GDP growth (Annual percent change)
Sweden,3.1,2021,Real GDP growth (Annual percent change)
Switzerland,3.5,2021,Real GDP growth (Annual percent change)
Syria,no data,2021,Real GDP growth (Annual percent change)
São Tomé and Príncipe,3,2021,Real GDP growth (Annual percent change)
Taiwan Province of China,4.7,2021,Real GDP growth (Annual percent change)
Tajikistan,5,2021,Real GDP growth (Annual percent change)
Tanzania,2.7,2021,Real GDP growth (Annual percent change)
Thailand,2.6,2021,Real GDP growth (Annual percent change)
Timor-Leste,2.8,2021,Real GDP growth (Annual percent change)
Togo,3.5,2021,Real GDP growth (Annual percent change)
Tonga,-2.5,2021,Real GDP growth (Annual percent change)
Trinidad and Tobago,2.1,2021,Real GDP growth (Annual percent change)
Tunisia,3.8,2021,Real GDP growth (Annual percent change)
Turkey,6,2021,Real GDP growth (Annual percent change)
Turkmenistan,4.6,2021,Real GDP growth (Annual percent change)
Tuvalu,2.5,2021,Real GDP growth (Annual percent change)
Uganda,6.3,2021,Real GDP growth (Annual percent change)
Ukraine,4,2021,Real GDP growth (Annual percent change)
United Arab Emirates,3.1,2021,Real GDP growth (Annual percent change)
United Kingdom,5.3,2021,Real GDP growth (Annual percent change)
United States,6.4,2021,Real GDP growth (Annual percent change)
Uruguay,3,2021,Real GDP growth (Annual percent change)
Uzbekistan,5,2021,Real GDP growth (Annual percent change)
Vanuatu,3.2,2021,Real GDP growth (Annual percent change)
Venezuela,-10,2021,Real GDP growth (Annual percent change)
Vietnam,6.5,2021,Real GDP growth (Annual percent change)
West Bank and Gaza,5.7,2021,Real GDP growth (Annual percent change)
Yemen,0.5,2021,Real GDP growth (Annual percent change)
Zambia,0.6,2021,Real GDP growth (Annual percent change)
Zimbabwe,3.1,2021,Real GDP growth (Annual percent change)
Africa (Region),4.9,2021,Real GDP growth (Annual percent change)
Asia and Pacific,7.3,2021,Real GDP growth (Annual percent change)
Australia and New Zealand,4.5,2021,Real GDP growth (Annual percent change)
Caribbean,3.3,2021,Real GDP growth (Annual percent change)
Central America,5.6,2021,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,5.3,2021,Real GDP growth (Annual percent change)
East Asia,7.1,2021,Real GDP growth (Annual percent change)
Eastern Europe ,3.9,2021,Real GDP growth (Annual percent change)
Europe,4.3,2021,Real GDP growth (Annual percent change)
Middle East (Region),2.5,2021,Real GDP growth (Annual percent change)
North Africa,7.9,2021,Real GDP growth (Annual percent change)
North America,6.1,2021,Real GDP growth (Annual percent change)
Pacific Islands ,3.4,2021,Real GDP growth (Annual percent change)
South America,4.4,2021,Real GDP growth (Annual percent change)
South Asia,11,2021,Real GDP growth (Annual percent change)
Southeast Asia,4.5,2021,Real GDP growth (Annual percent change)
Sub-Saharan Africa (Region) ,3.3,2021,Real GDP growth (Annual percent change)
Western Europe,4.5,2021,Real GDP growth (Annual percent change)
Western Hemisphere (Region),5.8,2021,Real GDP growth (Annual percent change)
ASEAN-5,4.9,2021,Real GDP growth (Annual percent change)
Advanced economies,5.1,2021,Real GDP growth (Annual percent change)
Emerging and Developing Asia,8.6,2021,Real GDP growth (Annual percent change)
Emerging and Developing Europe,4.4,2021,Real GDP growth (Annual percent change)
Emerging market and developing economies,6.7,2021,Real GDP growth (Annual percent change)
Euro area,4.4,2021,Real GDP growth (Annual percent change)
European Union,4.4,2021,Real GDP growth (Annual percent change)
Latin America and the Caribbean,4.6,2021,Real GDP growth (Annual percent change)
Major advanced economies (G7),5.4,2021,Real GDP growth (Annual percent change)
Middle East and Central Asia,3.7,2021,Real GDP growth (Annual percent change)
Other advanced economies,4.4,2021,Real GDP growth (Annual percent change)
Sub-Saharan Africa,3.4,2021,Real GDP growth (Annual percent change)
World,6,2021,Real GDP growth (Annual percent change)
"©IMF, 2021",,2021,Real GDP growth (Annual percent change)
Afghanistan,4.5,2022,Real GDP growth (Annual percent change)
Albania,4,2022,Real GDP growth (Annual percent change)
Algeria,2.7,2022,Real GDP growth (Annual percent change)
Angola,2.4,2022,Real GDP growth (Annual percent change)
Antigua and Barbuda,11.9,2022,Real GDP growth (Annual percent change)
Argentina,2.5,2022,Real GDP growth (Annual percent change)
Armenia,3.5,2022,Real GDP growth (Annual percent change)
Aruba,12,2022,Real GDP growth (Annual percent change)
Australia,2.8,2022,Real GDP growth (Annual percent change)
Austria,4,2022,Real GDP growth (Annual percent change)
Azerbaijan,1.7,2022,Real GDP growth (Annual percent change)
"Bahamas, The",8.5,2022,Real GDP growth (Annual percent change)
Bahrain,3.1,2022,Real GDP growth (Annual percent change)
Bangladesh,7.5,2022,Real GDP growth (Annual percent change)
Barbados,7.7,2022,Real GDP growth (Annual percent change)
Belarus,0.8,2022,Real GDP growth (Annual percent change)
Belgium,3.1,2022,Real GDP growth (Annual percent change)
Belize,6.4,2022,Real GDP growth (Annual percent change)
Benin,6,2022,Real GDP growth (Annual percent change)
Bhutan,5.7,2022,Real GDP growth (Annual percent change)
Bolivia,4.2,2022,Real GDP growth (Annual percent change)
Bosnia and Herzegovina,3.2,2022,Real GDP growth (Annual percent change)
Botswana,5.4,2022,Real GDP growth (Annual percent change)
Brazil,2.6,2022,Real GDP growth (Annual percent change)
Brunei Darussalam,2.5,2022,Real GDP growth (Annual percent change)
Bulgaria,4.4,2022,Real GDP growth (Annual percent change)
Burkina Faso,5.2,2022,Real GDP growth (Annual percent change)
Burundi,3.7,2022,Real GDP growth (Annual percent change)
Cabo Verde,6,2022,Real GDP growth (Annual percent change)
Cambodia,6,2022,Real GDP growth (Annual percent change)
Cameroon,4.3,2022,Real GDP growth (Annual percent change)
Canada,4.7,2022,Real GDP growth (Annual percent change)
Central African Republic,5,2022,Real GDP growth (Annual percent change)
Chad,2.6,2022,Real GDP growth (Annual percent change)
Chile,3.8,2022,Real GDP growth (Annual percent change)
"China, People's Republic of",5.6,2022,Real GDP growth (Annual percent change)
Colombia,3.6,2022,Real GDP growth (Annual percent change)
Comoros,3.6,2022,Real GDP growth (Annual percent change)
"Congo, Dem. Rep. of the",4.9,2022,Real GDP growth (Annual percent change)
"Congo, Republic of ",1,2022,Real GDP growth (Annual percent change)
Costa Rica,3.3,2022,Real GDP growth (Annual percent change)
Croatia,5,2022,Real GDP growth (Annual percent change)
Cyprus,3.9,2022,Real GDP growth (Annual percent change)
Czech Republic,4.3,2022,Real GDP growth (Annual percent change)
Côte d'Ivoire,6.5,2022,Real GDP growth (Annual percent change)
Denmark,2.9,2022,Real GDP growth (Annual percent change)
Djibouti,5.5,2022,Real GDP growth (Annual percent change)
Dominica,5.8,2022,Real GDP growth (Annual percent change)
Dominican Republic,5,2022,Real GDP growth (Annual percent change)
Ecuador,1.3,2022,Real GDP growth (Annual percent change)
Egypt,5.7,2022,Real GDP growth (Annual percent change)
El Salvador,2.8,2022,Real GDP growth (Annual percent change)
Equatorial Guinea,-5.9,2022,Real GDP growth (Annual percent change)
Eritrea,4.9,2022,Real GDP growth (Annual percent change)
Estonia,4.2,2022,Real GDP growth (Annual percent change)
Eswatini,0.9,2022,Real GDP growth (Annual percent change)
Ethiopia,8.7,2022,Real GDP growth (Annual percent change)
Fiji,9,2022,Real GDP growth (Annual percent change)
Finland,2.5,2022,Real GDP growth (Annual percent change)
France,4.2,2022,Real GDP growth (Annual percent change)
Gabon,2.7,2022,Real GDP growth (Annual percent change)
"Gambia, The",6.5,2022,Real GDP growth (Annual percent change)
Georgia,5.8,2022,Real GDP growth (Annual percent change)
Germany,3.4,2022,Real GDP growth (Annual percent change)
Ghana,6.1,2022,Real GDP growth (Annual percent change)
Greece,5,2022,Real GDP growth (Annual percent change)
Grenada,5.2,2022,Real GDP growth (Annual percent change)
Guatemala,4,2022,Real GDP growth (Annual percent change)
Guinea,5.2,2022,Real GDP growth (Annual percent change)
Guinea-Bissau,4,2022,Real GDP growth (Annual percent change)
Guyana,46.5,2022,Real GDP growth (Annual percent change)
Haiti,1,2022,Real GDP growth (Annual percent change)
Honduras,3.3,2022,Real GDP growth (Annual percent change)
Hong Kong SAR,3.8,2022,Real GDP growth (Annual percent change)
Hungary,5.9,2022,Real GDP growth (Annual percent change)
Iceland,3.6,2022,Real GDP growth (Annual percent change)
India,6.9,2022,Real GDP growth (Annual percent change)
Indonesia,5.8,2022,Real GDP growth (Annual percent change)
Iran,2.1,2022,Real GDP growth (Annual percent change)
Iraq,4.4,2022,Real GDP growth (Annual percent change)
Ireland,4.8,2022,Real GDP growth (Annual percent change)
Israel,4.3,2022,Real GDP growth (Annual percent change)
Italy,3.6,2022,Real GDP growth (Annual percent change)
Jamaica,5.7,2022,Real GDP growth (Annual percent change)
Japan,2.5,2022,Real GDP growth (Annual percent change)
Jordan,2.7,2022,Real GDP growth (Annual percent change)
Kazakhstan,4,2022,Real GDP growth (Annual percent change)
Kenya,5.7,2022,Real GDP growth (Annual percent change)
Kiribati,2.5,2022,Real GDP growth (Annual percent change)
"Korea, Republic of",2.8,2022,Real GDP growth (Annual percent change)
Kosovo,5.5,2022,Real GDP growth (Annual percent change)
Kuwait,3.2,2022,Real GDP growth (Annual percent change)
Kyrgyz Republic,4.6,2022,Real GDP growth (Annual percent change)
Lao P.D.R.,5.6,2022,Real GDP growth (Annual percent change)
Latvia,5.2,2022,Real GDP growth (Annual percent change)
Lebanon,no data,2022,Real GDP growth (Annual percent change)
Lesotho,4.3,2022,Real GDP growth (Annual percent change)
Liberia,4.7,2022,Real GDP growth (Annual percent change)
Libya,5.4,2022,Real GDP growth (Annual percent change)
Lithuania,3.2,2022,Real GDP growth (Annual percent change)
Luxembourg,3.6,2022,Real GDP growth (Annual percent change)
Macao SAR,43,2022,Real GDP growth (Annual percent change)
Madagascar,5,2022,Real GDP growth (Annual percent change)
Malawi,6.5,2022,Real GDP growth (Annual percent change)
Malaysia,6,2022,Real GDP growth (Annual percent change)
Maldives,13.4,2022,Real GDP growth (Annual percent change)
Mali,6,2022,Real GDP growth (Annual percent change)
Malta,5.6,2022,Real GDP growth (Annual percent change)
Marshall Islands,3.5,2022,Real GDP growth (Annual percent change)
Mauritania,5.6,2022,Real GDP growth (Annual percent change)
Mauritius,5.2,2022,Real GDP growth (Annual percent change)
Mexico,3,2022,Real GDP growth (Annual percent change)
"Micronesia, Fed. States of",2.8,2022,Real GDP growth (Annual percent change)
Moldova,4,2022,Real GDP growth (Annual percent change)
Mongolia,7.5,2022,Real GDP growth (Annual percent change)
Montenegro,5.5,2022,Real GDP growth (Annual percent change)
Morocco,3.9,2022,Real GDP growth (Annual percent change)
Mozambique,4.7,2022,Real GDP growth (Annual percent change)
Myanmar,1.4,2022,Real GDP growth (Annual percent change)
Namibia,3.3,2022,Real GDP growth (Annual percent change)
Nauru,0.9,2022,Real GDP growth (Annual percent change)
Nepal,4.2,2022,Real GDP growth (Annual percent change)
Netherlands,3,2022,Real GDP growth (Annual percent change)
New Zealand,3.2,2022,Real GDP growth (Annual percent change)
Nicaragua,2.7,2022,Real GDP growth (Annual percent change)
Niger,12.8,2022,Real GDP growth (Annual percent change)
Nigeria,2.3,2022,Real GDP growth (Annual percent change)
North Macedonia ,4,2022,Real GDP growth (Annual percent change)
Norway,4,2022,Real GDP growth (Annual percent change)
Oman,7.4,2022,Real GDP growth (Annual percent change)
Pakistan,4,2022,Real GDP growth (Annual percent change)
Palau,10.4,2022,Real GDP growth (Annual percent change)
Panama,5,2022,Real GDP growth (Annual percent change)
Papua New Guinea,4.2,2022,Real GDP growth (Annual percent change)
Paraguay,4,2022,Real GDP growth (Annual percent change)
Peru,5.2,2022,Real GDP growth (Annual percent change)
Philippines,6.5,2022,Real GDP growth (Annual percent change)
Poland,4.5,2022,Real GDP growth (Annual percent change)
Portugal,4.8,2022,Real GDP growth (Annual percent change)
Puerto Rico,0.7,2022,Real GDP growth (Annual percent change)
Qatar,3.6,2022,Real GDP growth (Annual percent change)
Romania,4.8,2022,Real GDP growth (Annual percent change)
Russian Federation,3.8,2022,Real GDP growth (Annual percent change)
Rwanda,6.8,2022,Real GDP growth (Annual percent change)
Saint Kitts and Nevis,10,2022,Real GDP growth (Annual percent change)
Saint Lucia,10.7,2022,Real GDP growth (Annual percent change)
Saint Vincent and the Grenadines,4.9,2022,Real GDP growth (Annual percent change)
Samoa,1.7,2022,Real GDP growth (Annual percent change)
San Marino,3.4,2022,Real GDP growth (Annual percent change)
Saudi Arabia,4,2022,Real GDP growth (Annual percent change)
Senegal,6,2022,Real GDP growth (Annual percent change)
Serbia,4.5,2022,Real GDP growth (Annual percent change)
Seychelles,4.3,2022,Real GDP growth (Annual percent change)
Sierra Leone,3.6,2022,Real GDP growth (Annual percent change)
Singapore,3.2,2022,Real GDP growth (Annual percent change)
Slovak Republic,4.4,2022,Real GDP growth (Annual percent change)
Slovenia,4.5,2022,Real GDP growth (Annual percent change)
Solomon Islands,4.5,2022,Real GDP growth (Annual percent change)
Somalia,3.2,2022,Real GDP growth (Annual percent change)
South Africa,2,2022,Real GDP growth (Annual percent change)
"South Sudan, Republic of",6.5,2022,Real GDP growth (Annual percent change)
Spain,4.7,2022,Real GDP growth (Annual percent change)
Sri Lanka,4.1,2022,Real GDP growth (Annual percent change)
Sudan,1.1,2022,Real GDP growth (Annual percent change)
Suriname,1.5,2022,Real GDP growth (Annual percent change)
Sweden,3,2022,Real GDP growth (Annual percent change)
Switzerland,2.8,2022,Real GDP growth (Annual percent change)
Syria,no data,2022,Real GDP growth (Annual percent change)
São Tomé and Príncipe,5,2022,Real GDP growth (Annual percent change)
Taiwan Province of China,3,2022,Real GDP growth (Annual percent change)
Tajikistan,4.5,2022,Real GDP growth (Annual percent change)
Tanzania,4.6,2022,Real GDP growth (Annual percent change)
Thailand,5.6,2022,Real GDP growth (Annual percent change)
Timor-Leste,4.9,2022,Real GDP growth (Annual percent change)
Togo,4.5,2022,Real GDP growth (Annual percent change)
Tonga,2.5,2022,Real GDP growth (Annual percent change)
Trinidad and Tobago,4.1,2022,Real GDP growth (Annual percent change)
Tunisia,2.4,2022,Real GDP growth (Annual percent change)
Turkey,3.5,2022,Real GDP growth (Annual percent change)
Turkmenistan,3.9,2022,Real GDP growth (Annual percent change)
Tuvalu,3.5,2022,Real GDP growth (Annual percent change)
Uganda,5,2022,Real GDP growth (Annual percent change)
Ukraine,3.4,2022,Real GDP growth (Annual percent change)
United Arab Emirates,2.6,2022,Real GDP growth (Annual percent change)
United Kingdom,5.1,2022,Real GDP growth (Annual percent change)
United States,3.5,2022,Real GDP growth (Annual percent change)
Uruguay,3.1,2022,Real GDP growth (Annual percent change)
Uzbekistan,5.3,2022,Real GDP growth (Annual percent change)
Vanuatu,4.6,2022,Real GDP growth (Annual percent change)
Venezuela,-5,2022,Real GDP growth (Annual percent change)
Vietnam,7.2,2022,Real GDP growth (Annual percent change)
West Bank and Gaza,7,2022,Real GDP growth (Annual percent change)
Yemen,2.5,2022,Real GDP growth (Annual percent change)
Zambia,1.1,2022,Real GDP growth (Annual percent change)
Zimbabwe,4,2022,Real GDP growth (Annual percent change)
Africa (Region),4.1,2022,Real GDP growth (Annual percent change)
Asia and Pacific,5.2,2022,Real GDP growth (Annual percent change)
Australia and New Zealand,2.8,2022,Real GDP growth (Annual percent change)
Caribbean,11.1,2022,Real GDP growth (Annual percent change)
Central America,4.1,2022,Real GDP growth (Annual percent change)
Central Asia and the Caucasus,3.7,2022,Real GDP growth (Annual percent change)
East Asia,4.8,2022,Real GDP growth (Annual percent change)
Eastern Europe ,4,2022,Real GDP growth (Annual percent change)
Europe,4,2022,Real GDP growth (Annual percent change)
Middle East (Region),3.4,2022,Real GDP growth (Annual percent change)
North Africa,4.6,2022,Real GDP growth (Annual percent change)
North America,3.5,2022,Real GDP growth (Annual percent change)
